gene	PiaoT1	PiaoT2	PiaoT3	PiaoT4	PiaoT5	PiaoT6	PiaoT7	PiaoT8	PiaoT9	CtrlT7	CtrlT8	CtrlT1	CtrlT2	CtrlT9	CtrlT10	CtrlT3	CtrlT4	CtrlT11	CtrlT12	CtrlT5	CtrlT6
ENSGALG00000010287	4.47229	4.3844	4.03718	4.11361	3.64958	3.84251	3.902	4.7181	4.59233	4.47931	4.9339	4.49037	4.92217	4.23619	3.46645	6.0383	4.62384	4.19989	4.4035	4.63598	4.94229
ENSGALG00000026024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004644	5.98022	6.20273	5.38603	5.70131	5.38566	4.92151	6.40798	6.82205	6.31375	6.45181	6.34085	6.76377	6.34616	6.40868	6.971	5.8505	7.14106	6.80768	6.76607	6.85186	6.6611
ENSGALG00000011387	25.1274	28.8838	27.7498	20.9634	25.8629	22.2003	29.1655	26.209	29.0131	30.2972	29.9252	24.5396	27.738	26.7588	25.9178	24.9445	24.9441	26.8132	27.0164	24.4642	24.5125
ENSGALG00000007015	4.32866	3.04542	2.65756	4.31484	3.65517	1.8451	3.40218	3.24705	2.2646	3.46902	3.65295	4.83479	4.40489	3.61556	2.22502	3.9066	4.96885	3.9287	4.93068	5.2865	4.49691
ENSGALG00000017004	1.47768	1.27886	0.875711	1.68292	1.51872	1.21399	1.13802	1.05823	0.925391	1.27468	1.35954	1.31189	1.1676	1.25083	1.02318	1.6842	1.31245	1.62087	1.62101	0.973293	1.53629
ENSGALG00000003706	1.43513	1.59762	1.71532	1.14042	1.29001	1.15052	1.19353	1.25089	1.4047	1.17763	1.48767	1.63156	1.12809	1.22416	1.15911	1.57569	1.33942	1.72643	1.46678	1.97375	1.75879
ENSGALG00000002239	9.42617	10.6389	10.0302	9.76018	10.3832	9.29451	11.018	11.5514	12.236	12.2035	9.43007	9.19238	9.67154	9.66972	13.1289	8.96698	10.1275	9.03274	10.98	10.5657	10.1598
ENSGALG00000002981	3.84119	4.48735	3.4311	3.75603	3.83613	3.73832	3.62809	3.59788	4.47232	3.76374	3.98596	3.87612	4.58241	3.63063	4.73574	4.4477	3.88592	4.72424	4.12941	4.15737	4.25985
ENSGALG00000003540	6.55296	7.01944	6.28164	5.11008	4.16442	5.84589	5.14774	5.16368	5.01449	6.33378	6.47815	6.65804	5.68791	5.95265	5.54118	6.32381	5.27247	6.89572	6.16459	5.1257	5.87538
ENSGALG00000027887	22.4918	16.5552	17.0212	21.5306	27.2421	34.1138	22.1749	19.9618	23.9883	30.5244	21.0602	24.7864	20.9363	19.4399	34.2586	29.4669	31.5679	50.299	42.8196	33.5276	46.2923
ENSGALG00000012415	108.994	105.176	104.986	96.633	79.3842	89.7572	98.704	91.8362	86.4123	118.116	121.895	120.9	112.367	108.778	106.777	109.778	99.189	109.868	105.633	103.928	101.664
ENSGALG00000027753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000016843	20.218	17.2978	24.1093	22.3032	30.156	24.8168	26.305	30.3422	29.1416	19.0396	23.8235	23.621	22.7811	25.1199	26.7382	23.4786	27.0046	26.01	31.0425	30.9278	28.5804
ENSGALG00000008291	28.7606	30.6635	30.9773	27.3105	25.9753	26.4135	27.0504	25.5339	29.731	27.9705	25.1225	29.5662	29.5716	28.9657	25.1491	31.294	23.9914	26.9464	25.7498	27.3085	30.7783
ENSGALG00000008473	15.0749	12.7932	16.6684	17.9991	21.1446	16.9065	25.2911	20.5842	22.3152	13.6382	15.0994	13.4906	15.0493	16.8032	18.7761	15.3368	17.6352	13.7332	16.3709	21.1778	16.6558
ENSGALG00000001664	10.1895	11.6003	12.1336	13.9891	13.5387	13.0825	15.559	15.3204	13.7743	10.2547	9.76804	11.3279	14.0435	14.3731	13.3965	12.069	15.0456	10.4006	10.531	12.9231	12.2517
ENSGALG00000002318	0.410606	0.164286	0.319038	0.675171	0.586817	0.312163	1.51635	1.87473	1.85565	0	0.0434334	0.0895567	0.172406	0.328906	0.836256	0.321962	0.353528	1.3095	0.74131	1.8446	1.4194
ENSGALG00000029148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002155	35.9755	47.6744	42.2108	36.1638	44.6396	36.6635	40.6037	46.6763	44.452	39.9408	34.4988	35.8574	34.0458	41.6509	40.9769	35.6802	35.3178	36.7984	41.9174	39.2306	37.6912
ENSGALG00000008058	21.218	17.6408	20.4476	25.6155	21.6889	24.7587	16.8421	19.4354	19.9969	20.3384	21.5516	18.7837	22.2217	24.0303	23.9815	21.6557	22.7109	20.279	20.5068	19.762	19.9403
ENSGALG00000016254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001233	5.67795	5.91846	5.52658	7.67077	9.21967	7.28166	9.30869	8.69273	12.4622	5.39533	6.18651	5.51077	5.52914	6.00315	6.74692	5.97418	11.8243	5.02342	3.78654	5.64004	5.29499
ENSGALG00000001006	2.539	2.45403	2.1167	2.43346	4.09471	1.84305	3.79896	4.15661	5.03054	3.0812	3.02823	3.18855	3.13596	2.89517	2.39711	3.81667	4.54046	5.36592	6.06217	6.57946	5.19512
ENSGALG00000002040	23.0193	21.8484	21.189	24.8375	22.7283	27.2189	17.8516	19.9335	19.4491	21.2352	21.0333	22.1577	21.1233	23.0624	23.878	25.309	20.6064	23.7552	21.376	20.6517	24.9323
ENSGALG00000012536	1.3042	1.5422	1.20163	2.29649	1.80582	2.77288	0.919128	1.8159	0.994061	0.936884	1.00467	1.00358	1.19855	1.73322	1.18543	1.31459	1.27824	1.24968	1.2512	1.28971	1.38729
ENSGALG00000002649	11.7418	12.7552	10.2629	12.1996	11.7518	11.9107	11.4405	13.224	11.5127	13.0831	13.4211	13.0126	14.1361	12.7536	12.8797	12.3945	12.689	12.9495	12.5502	13.211	11.8434
ENSGALG00000014226	9.97975	7.73118	9.60425	13.4552	10.4786	13.0218	10.0267	10.8108	9.04627	9.01237	8.01828	9.20697	9.09761	10.8339	10.4823	9.42728	10.3334	7.84932	7.70897	8.64623	9.34187
ENSGALG00000003690	5.69414	6.74868	9.36653	8.48982	14.1138	1.12831	16.7751	15.4484	53.5724	7.96339	5.14053	7.07669	6.45711	6.46408	12.273	8.33581	11.2192	45.6102	30.3821	23.451	26.5549
ENSGALG00000027634	0.157804	0.150267	0.134996	0.0788204	0.0879976	0.17991	0.0472905	0.0728921	0.134343	0.193693	0.0590832	0.261412	0.0459713	0.0971146	0.225864	0.0106577	0.0502588	0.011328	0.12164	0.0305258	0.178518
ENSGALG00000015888	1.35007	0.824682	0.558077	0.935444	0.799545	0.100609	0.573289	0.248429	0.936078	0.953492	1.6261	1.1358	0.971946	0.704554	0.616838	1.09459	1.02763	0.742681	1.30349	1.42323	0.719085
ENSGALG00000013890	1.05477	0.100435	0.357648	1.6269	0.569737	0.842381	0.450159	0.0987215	0.858106	0.361804	0.61567	0.164865	0.821289	0.852322	0.620961	0.263114	0.332571	1.11105	0.530128	0.232076	0.976643
ENSGALG00000009332	32.5599	35.1662	34.4785	29.6094	33.4994	32.2199	34.9747	32.425	32.1729	35.2443	36.0386	33.0373	35.1454	31.5654	31.8619	30.8815	34.2417	32.5724	31.7498	34.2405	31.5533
ENSGALG00000026044	12.2972	16.6174	17.7084	18.8005	12.7287	13.4611	12.0307	14.1858	8.7111	14.6543	10.6537	14.6487	13.977	14.0091	19.1705	13.0951	12.9914	13.7972	14.4878	13.3279	11.2165
ENSGALG00000001848	34.4715	36.2719	36.5815	32.8199	33.6873	31.6233	36.2009	33.6532	35.906	34.431	34.8639	32.3935	34.0476	35.3035	33.3359	33.4313	27.2785	30.5422	31.6531	29.6275	29.9841
ENSGALG00000003880	21.7596	21.3325	22.2336	19.4885	19.5578	21.5788	18.9939	20.307	20.1626	23.3041	24.7627	24.1499	23.7839	23.5472	20.8508	25.0742	22.4064	22.3922	21.7001	23.8872	22.4385
ENSGALG00000009821	22.7263	30.7758	27.5082	25.1981	23.1203	22.2533	24.3523	23.8945	23.0291	25.9884	27.9792	20.7633	23.1352	27.3782	25.2627	22.7674	18.9968	26.5671	24.2509	21.1715	24.8137
ENSGALG00000027893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000004812	28.9563	22.5877	27.8968	28.0487	28.4172	26.88	32.796	31.8534	25.7891	23.1481	25.8353	24.8288	21.9081	28.5363	32.3871	26.8997	27.0907	30.0411	28.8931	26.1096	30.2466
ENSGALG00000012222	48.5946	36.4955	46.4469	51.8422	43.7038	53.4922	41.52	42.4523	35.2096	42.6143	46.9459	40.5648	40.3451	47.795	41.2398	45.6737	41.2676	39.729	38.6347	36.6138	38.93
ENSGALG00000012921	11.608	11.2516	10.9674	15.8511	16.1956	13.9118	16.2447	18.0155	16.3021	11.5379	11.4869	10.9626	10.8029	13.9254	16.7389	14.8091	13.001	16.1106	15.6138	16.1828	14.5413
ENSGALG00000001737	20.2815	19.4447	19.7828	25.3043	20.284	23.7562	18.0952	18.5855	19.3571	18.0272	23.2668	20.8078	21.0276	23.3188	22.8279	23.4932	22.2892	22.4103	19.0034	18.6904	21.3332
ENSGALG00000002988	29.3052	29.8815	25.9784	18.1324	19.1433	26.7845	23.5747	22.7737	28.0825	25.7539	21.6711	37.0202	29.5971	23.9038	16.9997	30.4094	28.9133	47.7565	33.9342	26.0979	31.0961
ENSGALG00000016406	23.3636	17.7158	22.0038	23.9061	23.4135	17.2616	26.2046	24.991	26.8817	23.5595	22.6472	22.8524	21.6143	20.9737	25.3036	24.8113	21.8907	24.9738	23.6363	27.8067	25.7131
ENSGALG00000006498	4.11423	3.06284	3.93863	6.21285	3.94864	6.25095	3.06509	3.67114	3.44068	3.07195	3.19874	3.21018	3.47597	5.16607	3.97192	4.10279	3.38	3.25496	1.75167	1.76716	3.66155
ENSGALG00000020488	6.34662	6.57976	6.67068	6.64838	6.26308	5.46451	6.90937	7.22239	8.01441	7.75573	5.68831	5.89627	6.8498	6.8283	6.45726	6.31077	7.55152	9.24731	7.11218	7.82733	7.47226
ENSGALG00000004165	20.5429	17.9415	18.6553	18.2011	18.6154	19.027	17.3213	16.7217	16.868	19.368	19.6368	18.3046	18.3579	19.193	23.7246	19.5641	18.6788	17.7884	19.2298	18.9344	15.659
ENSGALG00000002522	0.811776	0.758164	0.712933	0.542141	0.943226	0.70228	0.84836	1.00537	0.695546	1.11258	1.00406	0.958359	1.09022	1.02048	1.07577	0.987191	1.33859	1.48649	1.61876	1.2086	1.56367
ENSGALG00000016049	7.04645	6.7146	7.00529	5.52711	4.62627	6.28805	5.12423	5.68678	4.20162	7.98326	8.19993	9.93584	11.9318	10.8533	6.33382	8.1991	9.43705	6.74001	6.84635	4.83542	7.32886
ENSGALG00000000166	7.08741	22.1718	25.2124	8.80514	4.10283	8.90496	5.58708	5.77994	7.90369	18.8098	11.2323	3.46358	4.66811	3.29515	7.32375	5.09998	8.21996	8.71362	4.10919	5.7018	2.89533
ENSGALG00000008043	5.19559	3.40387	5.45142	7.43754	6.42307	7.7687	5.94843	5.75818	5.89623	4.11529	4.53576	4.21774	4.32452	5.85205	5.90675	5.6166	5.79075	5.00077	3.73943	5.20756	5.33839
ENSGALG00000027446	1.99957	3.75329	2.70294	2.19213	2.61892	2.66303	3.58762	1.80192	2.54147	3.72466	1.93062	4.77183	5.89989	4.5825	4.59012	1.96341	4.16592	2.88722	3.51429	5.22511	4.50955
ENSGALG00000025688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000016934	1.21243	1.24849	0.789567	1.0483	1.09479	0.55146	0.734545	1.488	1.03264	0.863327	1.18818	1.48592	1.13278	1.17257	0.828481	1.66794	1.64742	1.2116	1.20039	1.14925	1.04866
ENSGALG00000013754	10.7695	9.96763	9.90614	6.86189	7.72955	6.59011	8.59812	7.5275	7.85039	10.9052	8.2013	12.4106	11.3325	9.58962	6.97434	7.89205	7.14358	9.1438	8.12749	8.40054	10.0256
ENSGALG00000009123	1.54565	0.822097	1.16369	1.29958	0.788184	2.31666	0.489036	0.872747	0.878101	0.806033	1.08547	1.37082	0.968119	1.38296	0.927862	1.58351	1.25722	0.638948	0.502444	0.75331	0.860202
ENSGALG00000010827	9.53353	7.5849	9.24086	9.6535	8.81862	8.8301	8.22757	7.71166	10.7378	9.24081	8.70081	8.86619	8.26931	9.5173	10.9489	9.2811	9.83725	10.7547	8.99385	8.72433	10.2308
ENSGALG00000021232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000012953	22.5406	20.3018	17.9492	27.4547	27.491	20.2199	29.4564	24.8464	25.0617	21.2557	22.7395	22.4641	22.9248	23.087	28.144	25.3932	26.0293	23.8218	24.4235	29.1195	22.7193
ENSGALG00000006617	51.9127	46.6708	42.7989	42.5952	37.8836	42.2234	49.5863	41.0993	39.9579	41.7218	39.914	42.947	42.9548	38.2968	50.1138	45.4995	38.7803	46.7536	41.5646	40.6965	38.3038
ENSGALG00000010311	5.96829	3.72992	6.00961	7.24547	6.55316	7.81517	4.77117	6.10376	5.24701	4.90507	4.64344	4.64047	4.46503	6.10694	5.55601	5.24175	5.45083	5.29917	5.92937	4.72079	6.9142
ENSGALG00000015110	0.811713	0.469749	0.222708	0.25096	0.673715	1.00168	0.476556	0.662149	0.373018	0.445044	0.79407	1.04529	0.905884	0.622394	0.566663	1.00052	0.89027	0.506171	0.565038	0.527086	0.525436
ENSGALG00000012012	8.42767	7.40863	9.88635	10.6753	12.0381	9.22184	11.8011	11.0248	11.3254	7.20438	8.22389	7.03191	9.29434	9.29107	9.7433	8.18864	9.82023	6.2912	9.20754	9.41577	8.43765
ENSGALG00000011093	0.160457	0.162185	0.102308	0.139942	0.156102	0.18927	0.0342181	0.0348014	0.0541517	0.126696	0.197142	0.19653	0.0515823	0.222829	0.147413	0.366928	0.236865	0.166458	0.0170415	0.240047	0.321465
ENSGALG00000011175	6.65016	6.15502	6.86875	10.4015	8.42452	10.8326	6.18559	6.88614	6.5564	6.3436	7.33805	6.41518	6.75687	8.728	7.11421	8.75806	7.6607	6.48679	6.57001	5.79194	6.90206
ENSGALG00000008628	2.06553	2.53398	5.65107	4.75519	3.65404	4.3124	2.50816	1.6763	1.44756	2.02701	2.70811	2.16343	3.0066	1.40402	3.01714	3.01794	3.69131	2.80113	2.79185	2.92762	2.89925
ENSGALG00000014303	6.24405	7.67127	5.36417	7.49587	7.30337	8.22538	8.02588	6.48833	7.70479	5.92378	7.39103	6.51355	7.95938	8.24533	5.53447	7.07702	7.68947	5.17309	5.55866	6.46634	6.03946
ENSGALG00000000357	0.333654	0.373908	0.33592	0.322604	0.373186	0.23986	0.51032	0.341793	0.302075	0.214255	0.36465	0.438744	0.325765	0.211559	0.43706	0.553212	0.314302	0.426234	0.40168	0.355083	0.545305
ENSGALG00000028050	4.89547	5.63454	4.28898	4.80942	4.05304	3.98321	4.7958	4.12361	5.73829	5.03189	4.48334	5.8312	4.56418	4.98335	5.03045	6.09455	5.20799	5.2073	5.85782	5.84865	5.23687
ENSGALG00000012154	6.97654	7.76364	7.29206	8.036	8.0706	8.88259	8.42562	7.9822	9.1188	5.29147	5.99641	6.21762	6.44088	7.18191	7.67637	7.83297	8.00387	8.16607	7.33556	7.72982	6.71499
ENSGALG00000025585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000022206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000028932	148.972	194.953	143.347	187.908	196.569	142.533	198.778	191.724	210.016	150.328	164.444	176.878	204.612	190.825	173.307	183.104	195.726	148.37	171.55	188.676	149.836
ENSGALG00000021729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000001789	1.69884	1.40285	1.20965	1.24693	0.837867	1.42227	0.601543	0.691937	0.520866	2.30322	2.3671	2.20313	2.27388	2.17209	1.90876	2.56674	2.35479	1.77334	1.56467	1.50198	2.18656
ENSGALG00000015653	5.47663	4.45649	4.91843	5.29194	5.8472	5.90651	4.28002	5.44243	4.18031	3.91097	4.53967	4.41188	4.41835	6.19564	5.94447	5.39997	6.42037	6.2645	6.47412	5.5235	6.70322
ENSGALG00000012550	26.3799	18.6098	26.8071	21.0053	25.8704	18.0675	24.6714	22.3922	22.6637	19.5709	18.1211	16.853	19.382	15.9306	23.0815	21.0292	22.8037	20.5696	19.5804	22.1441	24.6303
ENSGALG00000008156	112.349	106.07	113.226	123.614	105.571	121.287	95.3336	113.598	102.708	108.33	108.635	108.452	99.1281	105.418	114.323	105.877	97.5821	125.814	112.129	92.4525	113.179
ENSGALG00000014841	48.7188	51.4737	52.3963	42.2867	40.0449	35.147	51.307	47.1626	50.749	53.4781	48.7725	53.0061	50.6342	51.4843	45.7419	50.4752	45.0383	45.7172	42.098	48.907	45.4063
ENSGALG00000026558	42.0859	46.4705	37.4273	37.0069	46.5197	39.0446	50.6842	50.1257	43.7662	41.5816	37.5129	42.9816	44.9857	42.1881	41.3055	33.9819	52.5597	37.0719	44.4839	49.1625	39.9589
ENSGALG00000004001	22.1362	22.7247	23.1849	30.5018	38.0326	33.3312	32.4081	34.114	39.4605	16.8105	23.2882	22.2146	29.4306	29.2191	27.7779	25.0971	30.862	20.0505	24.5763	30.1336	26.5332
ENSGALG00000026002	3.74219	2.95797	4.01066	3.98285	3.08298	2.87059	2.11809	2.99223	3.14842	3.23547	3.28013	2.84494	2.63853	3.47301	3.2886	2.96925	2.89762	4.04088	3.79333	2.57671	4.89529
ENSGALG00000020454	10.5795	11.3604	9.07871	10.9192	10.3615	7.96377	11.0798	9.93824	11.5548	9.69803	9.06918	10.6385	10.905	8.27306	9.46016	10.0834	11.3383	8.26124	9.44662	12.0583	10.2534
ENSGALG00000026118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000009932	7.91872	7.14395	6.52268	5.75558	4.3355	5.92269	6.23327	6.90248	5.63181	5.9349	5.97825	5.97445	5.61014	5.36696	5.5085	5.19443	5.96052	6.6093	5.87272	5.66132	5.32476
ENSGALG00000010087	10.2055	8.81634	8.69771	8.89381	8.98312	9.3211	8.83807	7.91143	9.47733	9.31485	10.0264	9.92976	9.55841	9.40823	8.57997	8.84754	10.7019	9.2221	10.2795	9.91204	9.77654
ENSGALG00000011574	8.33659	6.92527	6.87602	7.1613	5.11944	6.38405	6.27825	5.33309	5.71443	9.10914	8.39771	8.99418	7.94501	7.96963	9.17662	7.98189	9.09475	8.5169	7.87916	8.68527	8.95285
ENSGALG00000025789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000014426	13.1627	12.2524	12.5344	11.9612	13.9996	13.4726	12.7663	12.9708	14.195	13.0755	13.4156	13.2143	14.8806	14.2528	12.8437	12.5911	14.5569	10.5362	12.0899	14.3242	12.4496
ENSGALG00000018565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000027853	57.2818	58.3786	64.6508	58.4458	48.136	70.3143	44.1846	49.1608	35.987	46.5	52.1263	48.0078	50.5254	49.25	44.8779	51.0917	42.4038	51.4402	35.3234	37.4905	46.084
ENSGALG00000011990	2.90612	2.78821	2.95636	2.54942	2.46654	2.09216	1.95905	2.53259	2.69726	3.14571	2.79839	3.42449	3.0248	2.98113	3.10715	3.64372	2.8922	3.40939	3.48917	3.32694	4.04729
ENSGALG00000003894	1.83878	2.33898	2.7687	4.51538	2.23658	5.34797	0.828353	1.49444	0.721069	2.16445	1.76581	0.769745	2.94542	4.66872	2.07606	4.05388	3.05496	3.18409	0.727231	0.991479	2.2612
ENSGALG00000007806	0.372415	2.43969	1.55788	0.47302	0.877296	0.381891	1.05281	0.0946887	1.05105	1.09149	1.62761	0.845617	1.4006	1.13428	1.65609	2.2047	1.35598	1.09253	1.19384	2.16921	1.66732
ENSGALG00000005770	5.1035	4.48426	4.40735	4.9721	5.39988	5.44551	4.72887	5.5741	5.33213	5.00898	4.81424	4.885	5.41798	5.11645	4.6176	4.35901	5.04624	4.98583	4.37625	5.44007	4.60467
ENSGALG00000004554	25.017	22.5479	24.3036	23.2599	21.3329	21.2182	21.9551	22.1549	22.4147	25.4722	27.7645	23.7282	23.527	23.9366	23.9677	22.524	20.5474	26.1779	22.2643	25.4166	21.4858
ENSGALG00000005895	1.7516	2.1499	2.39521	3.19684	3.19999	2.8606	3.03093	3.46653	3.31694	1.8965	2.07694	2.10462	2.37122	2.27037	2.5722	3.27642	2.6802	3.26838	3.07118	3.15818	2.7826
ENSGALG00000004660	0.524177	0.582881	0.74989	0.764138	0.30255	0.683348	0.730909	0.379767	0.286933	0.68244	0.906604	0.456903	0.593865	0.619985	1.12348	1.03177	0.697912	0.988585	0.7078	0.731962	0.686357
ENSGALG00000008153	0	0	0	0	0.083378	0.0375082	0.0848077	0	0	0.0788442	0	0.0440675	0	0	0	0	0	0	0	0	0
ENSGALG00000002646	14.2858	12.8845	18.0074	16.1229	9.10928	16.5864	7.37302	8.56758	9.44207	15.1047	15.0278	14.1122	15.7588	17.0016	14.8127	12.8731	9.35687	10.8829	8.94764	7.06671	11.1986
ENSGALG00000005911	26.2536	23.969	22.8826	21.6593	20.9663	16.7969	19.8233	18.8521	19.0548	27.4806	28.2761	27.0934	29.2018	23.7954	23.842	27.6325	23.6042	21.3777	20.9488	23.806	22.2636
ENSGALG00000008544	3.03082	2.31384	2.57634	5.30588	3.42712	4.95589	1.92949	2.80063	3.4856	1.4869	2.68101	2.11146	2.17017	3.29793	3.86733	2.72929	3.02195	2.81972	1.96931	1.95824	3.23347
ENSGALG00000016631	12.1745	10.9247	10.6276	11.0517	8.99436	9.73613	9.24868	9.0605	10.7123	13.9197	12.7433	10.9247	11.8394	13.2843	8.77571	11.271	10.6381	11.99	10.0759	10.5575	10.5634
ENSGALG00000025937	32.2427	27.1052	36.0122	50.0464	53.0683	51.9827	40.4958	48.2483	49.8326	26.7881	31.5746	32.8273	26.0305	38.9338	43.166	38.5798	45.1705	49.1081	34.9577	36.7168	45.3897
ENSGALG00000013778	11.0482	9.10201	11.1398	12.749	9.75995	11.4691	9.16841	9.33418	9.43412	11.4671	12.8796	11.6209	10.842	10.8893	11.3493	13.0823	10.1058	12.1664	10.181	11.6377	12.0034
ENSGALG00000025525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000010486	0.305747	0.277432	0.337941	0.995642	0.229786	0.560558	0.500657	0.509913	0.38989	0.33929	0.3541	0.568426	0.559854	0.614429	0.56569	0.990505	0.876832	0.721703	0.580376	0.694348	0.563063
ENSGALG00000013200	1.99033	1.3472	1.94857	4.05765	3.20086	4.71241	1.42202	2.11156	2.29841	2.01141	1.88824	1.12809	1.47429	2.7116	2.93119	2.86224	2.72994	3.56131	2.50583	1.78085	2.52321
ENSGALG00000020312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000006680	2.56086	4.42673	1.31543	2.75879	2.48172	2.75419	4.45672	2.16029	2.78238	2.15168	2.64021	2.44014	2.83958	4.41931	2.19069	2.92232	2.56363	2.40952	1.62243	2.24903	2.14147
ENSGALG00000010744	8.41742	7.68315	7.84101	8.44403	8.64286	8.29225	9.45074	9.3999	8.50394	8.17295	9.13561	8.84447	9.37148	9.34609	9.35058	8.65875	9.42846	9.96867	9.79743	9.68242	9.36792
ENSGALG00000010235	83.8046	91.6225	85.0786	73.3386	80.0652	69.3896	90.5751	80.7242	93.8052	88.9445	87.5943	82.6866	85.8024	83.9992	79.4416	78.2061	80.0689	70.6237	79.4885	82.8217	74.4875
ENSGALG00000026374	120.399	126.634	125.418	112.051	111.078	100.736	125.848	113.32	112.964	132.567	115.226	128.023	120.458	119.491	118.445	115.932	114.74	126.035	112.992	117.841	106.279
ENSGALG00000027375	1.20389	0.854032	0.590431	1.303	0.74032	0.680258	0.936169	1.00821	0.703212	0.822303	0.976113	1.44183	0.882519	1.53099	1.25367	1.12345	1.43161	1.14108	1.63539	0.584411	1.11055
ENSGALG00000028989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000002863	67.1931	69.6469	71.9978	69.254	64.0129	66.391	61.7058	60.4847	62.0806	65.3801	71.3825	66.7126	64.2058	66.4859	70.2114	72.5265	65.0307	71.9427	67.7048	61.8305	69.6827
ENSGALG00000007623	3.94884	4.93062	4.50113	3.98803	4.91159	3.88544	5.27806	6.02736	5.17161	4.28106	3.90241	4.98175	4.94867	4.10378	4.77381	4.87539	5.3566	3.65648	5.48528	5.94058	6.63645
ENSGALG00000010716	14.9887	16.6883	15.6438	14.1567	14.0877	12.7003	14.5946	15.8152	12.4381	14.4809	17.358	16.161	15.3296	11.2085	11.7804	17.3863	13.0843	16.8102	16.2691	14.3081	14.7093
ENSGALG00000024485	10.6774	8.93956	8.79371	10.9131	9.79134	7.94942	11.4248	8.53365	9.61701	11.0638	11.8508	9.26182	10.9585	10.6591	10.1719	10.9608	9.54577	11.5408	10.7763	10.4982	8.86517
ENSGALG00000028765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000013922	0.0634774	0	0	0.0750507	0.02603	0.0244377	0.0555341	0.157322	0	0	0	0.0442893	0.0253616	0.0783102	0.0914123	0.13713	0	0.164139	0	0	0.0126282
ENSGALG00000022026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000018239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000026916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254307
ENSGALG00000009836	52.9035	51.4316	50.8843	49.1781	49.5278	43.2736	54.983	60.5133	55.8026	62.7098	58.6694	63.5815	68.1306	53.3489	51.3098	63.7487	57.6243	41.1897	51.0333	56.8693	46.3119
ENSGALG00000023364	17.0385	21.3673	16.0426	20.206	19.5856	18.0784	18.7185	19.3019	15.381	18.2572	19.8511	16.1533	16.9814	21.3086	18.5419	20.0023	19.0052	14.0726	16.5425	15.4524	15.1711
ENSGALG00000010892	14.7189	14.6566	14.9479	17.1091	22.105	18.4373	19.6489	21.1971	20.4762	14.9177	16.9096	14.471	15.6784	17.9941	19.8118	18.5577	19.0883	16.3009	22.6231	20.4996	20.254
ENSGALG00000003503	16.8615	17.4234	15.6975	16.8208	18.1044	15.6537	17.1371	17.5152	17.9425	15.1821	16.7554	16.5932	13.7152	17.3332	16.062	16.8367	18.8291	16.6953	17.1259	17.0972	15.5135
ENSGALG00000006034	3.77082	3.41066	3.94894	4.34048	3.02688	4.41276	2.83332	3.40313	2.6446	3.17708	2.00073	3.74712	3.47693	3.36264	3.67645	3.57646	3.51258	4.40732	2.9885	2.98702	4.40933
ENSGALG00000001334	202.638	180.089	191.392	221.95	190.45	214.753	183.473	185.21	177.338	183.044	197.413	184.944	190.021	206.468	205.382	209.121	192.444	201.206	173.208	180.996	181.558
ENSGALG00000017910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000024381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSGALG00000013911	2.20495	3.14442	1.46544	2.34729	3.64235	1.57965	3.94295	4.47762	6.36581	1.8719	1.36607	1.86104	1.90045	2.31353	4.04418	3.0013	3.13481	4.96712	4.91645	4.79627	5.62619
